tsize,tcount,CHPCount,ppv,pw,pc,ebat,pbat1,pmgi,mintimeup,mintimedown,cbatinitial,socinitial,socmin,socmax,clearingprice,costa,costb,costc,
,,,1.116972,1.176738,3.548838,,,,,,,,,,44.04,,,,
,,,1.117329,1.189776,3.54884,,,,,,,,,,44.04,,,,
,,,1.117223,1.195356,3.54884,,,,,,,,,,44.04,,,,
,,,1.117223,1.199278,3.45203,,,,,,,,,,44.04,,,,
,,,1.117209,1.229638,3.452029,,,,,,,,,,44.04,,,,
,,,1.117209,1.229656,3.431968,,,,,,,,,,44.04,,,,
,,,1.116808,1.235891,3.431968,,,,,,,,,,44.04,,,,
,,,1.116827,1.236249,3.370075,,,,,,,,,,44.04,,,,
,,,1.116827,1.252032,3.436442,,,,,,,,,,44.04,,,,
,,,1.140834,1.252321,3.436442,,,,,,,,,,44.04,,,,
,,,1.140834,1.284332,3.388035,,,,,,,,,,44.04,,,,
,,,1.14103,1.284296,3.533248,,,,,,,,,,44.04,,,,
,,,1.058656,1.283813,3.537331,,,,,,,,,,44.04,,,,
,,,1.058634,1.28139,3.537331,,,,,,,,,,44.04,,,,
,,,1.058578,1.317863,3.537331,,,,,,,,,,44.04,,,,
,,,1.060497,1.299182,3.515871,,,,,,,,,,58.02,,,,
,,,1.083399,1.335723,3.503996,,,,,,,,,,58.02,,,,
,,,1.104571,1.337028,3.491864,,,,,,,,,,58.02,,,,
,,,1.104587,1.337354,3.477871,,,,,,,,,,58.02,,,,
,,,1.104629,1.33747,3.429467,,,,,,,,,,58.02,,,,
,,,1.104582,1.353479,3.397974,,,,,,,,,,58.02,,,,
,,,1.104517,1.390008,3.396693,,,,,,,,,,58.02,,,,
,,,1.104641,1.390117,3.401476,,,,,,,,,,58.02,,,,
,,,1.127283,1.387902,3.401476,,,,,,,,,,58.02,,,,
,,,1.127105,1.396925,3.353072,,,,,,,,,,58.02,,,,
,,,1.127235,1.404167,3.368235,,,,,,,,,,58.02,,,,
,,,1.129876,1.441614,3.31983,,,,,,,,,,58.02,,,,
,,,1.131964,1.431981,3.319834,,,,,,,,,,58.02,,,,
,,,1.131764,1.449911,3.368238,,,,,,,,,,58.02,,,,
,,,1.109093,1.449914,3.334644,,,,,,,,,,58.02,,,,
,,,1.108752,1.48642,3.336862,,,,,,,,,,58.02,,,,
,,,1.109066,1.48823,3.352894,,,,,,,,,,58.02,,,,
,,,1.108909,1.50668,3.276731,,,,,,,,,,58.02,,,,
,,,1.096923,1.506641,3.27673,,,,,,,,,,58.02,,,,
,,,1.119577,1.543148,3.27673,,,,,,,,,,58.02,,,,
,,,1.119539,1.378714,3.249673,,,,,,,,,,58.02,,,,
,,,1.119595,1.404727,3.267869,,,,,,,,,,58.02,,,,
,,,1.119595,1.404839,3.218999,,,,,,,,,,58.02,,,,
,,,1.086019,1.40487,3.218997,,,,,,,,,,58.02,,,,
,,,1.143515,1.58871,3.218999,,,,,,,,,,58.02,,,,
,,,1.100098,1.625229,3.234625,,,,,,,,,,58.02,,,,
,,,1.07977,1.643583,3.234626,,,,,,,,,,58.02,,,,
,,,1.079714,1.381526,3.231695,,,,,,,,,,58.02,,,,
,,,1.114111,1.397426,3.25782,,,,,,,,,,58.02,,,,
,,,1.115285,1.397451,3.257823,,,,,,,,,,58.02,,,,
,,,1.114302,1.415686,3.258056,,,,,,,,,,58.02,,,,
,,,1.138301,1.415694,3.231928,,,,,,,,,,58.02,,,,
,,,1.136891,1.233402,3.231928,,,,,,,,,,58.02,,,,
,,,1.138318,1.233412,3.425545,,,,,,,,,,58.02,,,,
,,,1.137469,1.233448,3.425544,,,,,,,,,,58.02,,,,
,,,1.137538,1.233392,3.425544,,,,,,,,,,58.02,,,,
,,,1.160376,1.473462,3.425544,,,,,,,,,,58.02,,,,
,,,1.164985,1.245788,3.328738,,,,,,,,,,58.02,,,,
,,,1.165137,1.245807,3.280334,,,,,,,,,,58.02,,,,
,,,1.130866,1.468727,3.290132,,,,,,,,,,58.02,,,,
,,,1.188186,1.482457,3.290135,,,,,,,,,,58.02,,,,
,,,1.188204,1.192169,3.290136,,,,,,,,,,58.02,,,,
,,,1.188263,1.192036,3.241732,,,,,,,,,,58.02,,,,
,,,1.188259,1.192201,3.245697,,,,,,,,,,58.02,,,,
,,,1.166781,1.228733,3.245697,,,,,,,,,,58.02,,,,
,,,1.166924,1.228662,3.267975,,,,,,,,,,58.02,,,,
,,,1.201179,1.228695,3.267976,,,,,,,,,,58.02,,,,
,,,1.199023,1.22867,3.267974,,,,,,,,,,58.02,,,,
,,,1.198972,1.228651,3.267976,,,,,,,,,,58.02,,,,
,,,1.199149,1.214117,3.316379,,,,,,,,,,58.02,,,,
,,,1.203617,1.214447,3.35347,,,,,,,,,,58.02,,,,
,,,1.20368,1.214993,3.25798,,,,,,,,,,58.02,,,,
,,,1.203697,1.21437,3.231852,,,,,,,,,,58.02,,,,
,,,1.250996,1.214364,3.231852,,,,,,,,,,58.02,,,,
,,,1.25089,1.218036,3.23185,,,,,,,,,,58.02,,,,
,,,1.221755,1.218043,3.231852,,,,,,,,,,58.02,,,,
,,,1.221782,1.319242,3.23185,,,,,,,,,,58.02,,,,
,,,1.257516,1.319246,3.183446,,,,,,,,,,58.02,,,,
,,,1.257548,1.268099,3.181346,,,,,,,,,,58.02,,,,
,,,1.257564,1.268086,3.181348,,,,,,,,,,58.02,,,,
,,,1.257372,1.268084,3.181348,,,,,,,,,,59.24,,,,
,,,1.235175,1.268092,3.229754,,,,,,,,,,59.24,,,,
,,,1.235191,1.268379,3.229752,,,,,,,,,,59.24,,,,
,,,1.237177,1.26795,3.229752,,,,,,,,,,59.24,,,,
,,,1.294561,1.267984,3.229752,,,,,,,,,,59.24,,,,
,,,1.243244,1.267958,3.181348,,,,,,,,,,59.24,,,,
,,,1.300501,1.283036,3.172136,,,,,,,,,,59.24,,,,
,,,1.279468,1.283045,3.172134,,,,,,,,,,59.24,,,,
,,,1.250252,1.2833,3.172134,,,,,,,,,,59.24,,,,
,,,1.253539,1.177177,3.172134,,,,,,,,,,59.24,,,,
,,,1.254991,1.177188,3.174437,,,,,,,,,,59.24,,,,
,,,1.312284,1.248922,2.932416,,,,,,,,,,59.24,,,,
,,,1.297393,1.249168,2.932416,,,,,,,,,,59.24,,,,
,,,1.297053,1.209465,2.932416,,,,,,,,,,59.24,,,,
,,,1.293808,1.209688,2.850416,,,,,,,,,,59.24,,,,
,,,1.293797,1.219814,2.880161,,,,,,,,,,59.24,,,,
,,,1.293927,1.219793,2.831755,,,,,,,,,,59.24,,,,
,,,1.29517,1.156341,2.831755,,,,,,,,,,59.24,,,,
,,,1.298844,1.154116,2.831755,,,,,,,,,,59.24,,,,
,,,1.300231,1.154117,2.831755,,,,,,,,,,59.24,,,,
,,,1.314384,1.17983,2.786097,,,,,,,,,,59.24,,,,
,,,1.285453,1.183426,2.786098,,,,,,,,,,59.24,,,,
,,,1.285364,1.183596,2.761606,,,,,,,,,,59.24,,,,
,,,1.2853,1.183327,3.052031,,,,,,,,,,59.24,,,,
,,,1.337212,1.165223,2.810009,,,,,,,,,,59.24,,,,
,,,1.334784,1.165062,2.783415,,,,,,,,,,59.24,,,,
,,,1.326177,1.256609,3.073841,,,,,,,,,,59.24,,,,
,,,1.301572,1.256724,3.025435,,,,,,,,,,59.24,,,,
,,,1.301579,1.256558,2.928624,,,,,,,,,,59.24,,,,
,,,1.301856,1.216571,3.073839,,,,,,,,,,59.24,,,,
,,,1.34873,1.219862,3.03079,,,,,,,,,,59.24,,,,
,,,1.349585,1.21987,3.008511,,,,,,,,,,59.24,,,,
,,,1.459421,1.219968,3.008511,,,,,,,,,,59.24,,,,
,,,1.473428,1.219989,3.056917,,,,,,,,,,59.24,,,,
,,,1.758905,1.220017,3.056917,,,,,,,,,,59.24,,,,
,,,1.47056,1.219893,3.056917,,,,,,,,,,59.24,,,,
,,,1.47061,1.220366,3.008511,,,,,,,,,,59.24,,,,
,,,1.771867,1.220368,3.008512,,,,,,,,,,59.24,,,,
,,,1.778726,1.220379,3.008512,,,,,,,,,,59.24,,,,
,,,1.778832,1.220649,2.966638,,,,,,,,,,59.24,,,,
,,,1.780856,1.246725,2.948442,,,,,,,,,,59.24,,,,
,,,1.780811,1.222416,3.083759,,,,,,,,,,59.24,,,,
,,,1.780408,1.224634,3.08376,,,,,,,,,,59.24,,,,
,,,1.787894,1.24411,2.934697,,,,,,,,,,59.24,,,,
,,,1.787524,1.244108,2.771051,,,,,,,,,,59.24,,,,
,,,1.79597,1.244356,2.771051,,,,,,,,,,59.24,,,,
,,,1.800962,1.244368,2.771051,,,,,,,,,,59.24,,,,
,,,1.860921,1.302816,2.771051,,,,,,,,,,59.24,,,,
,,,1.86392,1.303096,2.766619,,,,,,,,,,59.24,,,,
,,,2.244889,1.303195,2.815023,,,,,,,,,,59.24,,,,
,,,2.089223,1.297154,2.796541,,,,,,,,,,59.24,,,,
,,,2.6474,1.300296,2.796541,,,,,,,,,,59.24,,,,
,,,2.653121,1.300303,2.748137,,,,,,,,,,59.24,,,,
,,,2.656556,1.281667,2.748137,,,,,,,,,,59.24,,,,
,,,2.657936,1.28161,2.699732,,,,,,,,,,59.24,,,,
,,,2.658037,1.281633,2.796541,,,,,,,,,,59.24,,,,
,,,2.843479,1.281636,2.796541,,,,,,,,,,59.24,,,,
,,,2.716183,1.281636,2.554518,,,,,,,,,,59.24,,,,
,,,2.714482,1.322699,2.774264,,,,,,,,,,59.24,,,,
,,,2.721177,1.322725,2.580647,,,,,,,,,,59.24,,,,
,,,2.877191,1.31129,2.483838,,,,,,,,,,68.29,,,,
,,,2.754534,1.311293,2.562368,,,,,,,,,,68.29,,,,
,,,2.758434,1.346316,2.465559,,,,,,,,,,68.29,,,,
,,,2.758753,1.346378,2.465561,,,,,,,,,,68.29,,,,
,,,2.760782,1.346341,2.465561,,,,,,,,,,68.29,,,,
,,,2.754721,1.346333,2.465561,,,,,,,,,,68.29,,,,
,,,2.765354,1.363215,2.286525,,,,,,,,,,68.29,,,,
,,,2.919885,1.363207,2.286525,,,,,,,,,,68.29,,,,
,,,2.939234,1.363207,2.286525,,,,,,,,,,68.29,,,,
,,,2.906597,1.363471,2.286525,,,,,,,,,,68.29,,,,
,,,2.906748,1.343331,2.092906,,,,,,,,,,68.29,,,,
,,,2.868389,1.34203,2.092906,,,,,,,,,,68.29,,,,
,,,2.993067,1.379371,2.092906,,,,,,,,,,68.29,,,,
,,,2.873921,1.397643,2.092906,,,,,,,,,,68.29,,,,
,,,2.995962,1.437328,2.092906,,,,,,,,,,68.29,,,,
,,,3.003607,1.437572,2.134429,,,,,,,,,,68.29,,,,
,,,3.003611,1.437572,2.121379,,,,,,,,,,68.29,,,,
,,,3.003604,1.437334,2.121379,,,,,,,,,,68.29,,,,
,,,3.00558,1.437317,2.121379,,,,,,,,,,68.29,,,,
,,,3.003604,1.437291,2.12797,,,,,,,,,,68.29,,,,
,,,3.078549,1.437291,2.089362,,,,,,,,,,68.29,,,,
,,,3.139705,1.444162,2.118756,,,,,,,,,,68.29,,,,
,,,3.053978,1.45318,1.973543,,,,,,,,,,68.29,,,,
,,,2.999304,1.453167,2.021947,,,,,,,,,,68.29,,,,
,,,2.998253,1.45344,1.925138,,,,,,,,,,68.29,,,,
,,,3.198052,1.453462,1.973542,,,,,,,,,,68.29,,,,
,,,3.104774,1.453462,1.973542,,,,,,,,,,68.29,,,,
,,,3.207172,1.453114,1.828331,,,,,,,,,,68.29,,,,
,,,3.2039,1.527172,1.825064,,,,,,,,,,68.29,,,,
,,,3.206316,1.527159,1.825066,,,,,,,,,,68.29,,,,
,,,3.103123,1.527171,1.825066,,,,,,,,,,68.29,,,,
,,,3.209115,1.526066,1.815929,,,,,,,,,,68.29,,,,
,,,3.197728,1.526053,1.815929,,,,,,,,,,68.29,,,,
,,,3.206633,1.526085,1.826252,,,,,,,,,,68.29,,,,
,,,3.206634,1.531739,1.729443,,,,,,,,,,68.29,,,,
,,,3.206634,1.531746,1.75831,,,,,,,,,,68.29,,,,
,,,3.209008,1.531684,1.709906,,,,,,,,,,68.29,,,,
,,,3.370651,1.550607,1.725302,,,,,,,,,,68.29,,,,
,,,3.370648,1.550619,1.712238,,,,,,,,,,68.29,,,,
,,,3.295534,1.550619,1.712238,,,,,,,,,,68.29,,,,
,,,3.295538,1.568887,1.663833,,,,,,,,,,68.29,,,,
,,,3.295538,1.568907,1.663833,,,,,,,,,,68.29,,,,
,,,3.302618,1.568914,1.660044,,,,,,,,,,68.29,,,,
,,,3.298292,1.568914,1.660044,,,,,,,,,,68.29,,,,
,,,3.508103,1.568879,1.674156,,,,,,,,,,68.29,,,,
,,,3.512643,1.568873,1.62575,,,,,,,,,,68.29,,,,
,,,3.637435,1.641971,1.62575,,,,,,,,,,68.29,,,,
,,,3.638616,1.641971,1.62575,,,,,,,,,,68.29,,,,
,,,3.635147,1.641986,1.480536,,,,,,,,,,68.29,,,,
,,,3.635477,1.641979,1.432132,,,,,,,,,,68.29,,,,
,,,3.635431,1.660264,1.432131,,,,,,,,,,68.29,,,,
,,,3.635265,1.659577,1.432131,,,,,,,,,,68.29,,,,
,,,3.710074,1.659635,1.432131,,,,,,,,,,68.29,,,,
,,,3.712083,1.653776,1.432131,,,,,,,,,,68.29,,,,
,,,3.710915,1.648678,1.383726,,,,,,,,,,68.29,,,,
,,,3.599828,1.643514,1.383729,,,,,,,,,,68.29,,,,
,,,3.716549,1.642542,1.383729,,,,,,,,,,68.29,,,,
,,,3.719813,1.640941,1.383729,,,,,,,,,,68.29,,,,
,,,3.623433,1.636797,1.372997,,,,,,,,,,68.29,,,,
,,,3.747138,1.632633,1.324594,,,,,,,,,,68.29,,,,
,,,3.732567,1.632637,1.324594,,,,,,,,,,63.84,,,,
,,,3.619419,1.626795,1.276651,,,,,,,,,,63.84,,,,
,,,3.751738,1.620962,1.276651,,,,,,,,,,63.84,,,,
,,,3.718669,1.620974,1.180425,,,,,,,,,,63.84,,,,
,,,3.621797,1.615339,1.22883,,,,,,,,,,63.84,,,,
,,,3.621568,1.615344,1.228245,,,,,,,,,,63.84,,,,
,,,3.618474,1.609082,1.228245,,,,,,,,,,63.84,,,,
,,,3.618456,1.609088,1.135869,,,,,,,,,,63.84,,,,
,,,3.844267,1.60713,1.135869,,,,,,,,,,63.84,,,,
,,,3.864782,1.599551,1.135869,,,,,,,,,,63.84,,,,
,,,3.898938,1.600818,1.148932,,,,,,,,,,63.84,,,,
,,,3.898665,1.590795,1.148932,,,,,,,,,,63.84,,,,
,,,3.926248,1.594268,1.100527,,,,,,,,,,63.84,,,,
,,,3.960044,1.592493,1.100527,,,,,,,,,,63.84,,,,
,,,3.975399,1.58582,1.100527,,,,,,,,,,63.84,,,,
,,,3.975359,1.579278,1.037894,,,,,,,,,,63.84,,,,
,,,3.979896,1.581577,1.035121,,,,,,,,,,63.84,,,,
,,,4.003161,1.577848,0.9867164,,,,,,,,,,63.84,,,,
,,,3.999122,1.577835,0.9867164,,,,,,,,,,63.84,,,,
,,,4.018513,1.575309,0.9867164,,,,,,,,,,63.84,,,,
,,,4.04865,1.574573,0.9867164,,,,,,,,,,63.84,,,,
,,,4.048722,1.563425,0.9867164,,,,,,,,,,63.84,,,,
,,,4.048591,1.567953,0.9861333,,,,,,,,,,63.84,,,,
,,,4.054918,1.559392,0.8881583,,,,,,,,,,63.84,,,,
,,,4.054899,1.561129,0.8881583,,,,,,,,,,63.84,,,,
,,,4.077685,1.560735,0.8881583,,,,,,,,,,63.84,,,,
,,,4.077685,1.561364,0.839754,,,,,,,,,,63.84,,,,
,,,4.104598,1.557272,0.839754,,,,,,,,,,63.84,,,,
,,,4.092534,1.554416,0.839754,,,,,,,,,,63.84,,,,
,,,4.102002,1.549987,0.8403354,,,,,,,,,,63.84,,,,
,,,4.102004,1.553339,0.8070943,,,,,,,,,,63.84,,,,
,,,4.128597,1.547504,0.8026348,,,,,,,,,,63.84,,,,
,,,4.128634,1.548711,0.7965674,,,,,,,,,,63.84,,,,
,,,4.130368,1.544212,0.7965705,,,,,,,,,,63.84,,,,
,,,4.130349,1.544292,0.7971537,,,,,,,,,,63.84,,,,
,,,4.130608,1.532611,0.7487459,,,,,,,,,,63.84,,,,
,,,4.150801,1.532556,0.7487473,,,,,,,,,,63.84,,,,
,,,4.14169,1.538549,0.7487463,,,,,,,,,,63.84,,,,
,,,4.150732,1.534496,0.7487463,,,,,,,,,,63.84,,,,
,,,4.152549,1.531394,0.7487463,,,,,,,,,,63.84,,,,
,,,4.177474,1.530578,0.6507719,,,,,,,,,,63.84,,,,
,,,4.171902,1.531576,0.7003426,,,,,,,,,,63.84,,,,
,,,4.177613,1.53159,0.7003447,,,,,,,,,,63.84,,,,
,,,4.173117,1.52965,0.6023697,,,,,,,,,,63.84,,,,
,,,4.20699,1.523762,0.6051686,,,,,,,,,,63.84,,,,
,,,4.207385,1.523766,0.6051686,,,,,,,,,,63.84,,,,
,,,4.213402,1.523829,0.605169,,,,,,,,,,63.84,,,,
,,,4.213398,1.522273,0.6023678,,,,,,,,,,63.84,,,,
,,,4.2134,1.52229,0.5533803,,,,,,,,,,63.84,,,,
,,,4.213914,1.510605,0.5545467,,,,,,,,,,63.84,,,,
,,,4.230622,1.510558,0.5361188,,,,,,,,,,63.84,,,,
,,,4.230617,1.514108,0.5361211,,,,,,,,,,63.84,,,,
,,,4.227025,1.508825,0.5361211,,,,,,,,,,63.84,,,,
,,,4.240918,1.508945,0.5361208,,,,,,,,,,63.84,,,,
,,,4.239741,1.508945,0.4899303,,,,,,,,,,63.84,,,,
,,,4.250852,1.508858,0.4871335,,,,,,,,,,63.84,,,,
,,,4.25075,1.509374,0.4969287,,,,,,,,,,63.84,,,,
,,,4.250627,1.504241,0.4969287,,,,,,,,,,63.84,,,,
,,,4.250722,1.504194,0.4969287,,,,,,,,,,63.84,,,,
,,,4.26002,1.506312,0.4463054,,,,,,,,,,63.84,,,,
,,,4.232891,1.503821,0.4615851,,,,,,,,,,60.32,,,,
,,,4.264504,1.497152,0.4610026,,,,,,,,,,60.32,,,,
,,,4.265099,1.499293,0.4502706,,,,,,,,,,60.32,,,,
,,,4.269932,1.498624,0.4502721,,,,,,,,,,60.32,,,,
,,,4.263257,1.491335,0.4520188,,,,,,,,,,60.32,,,,
,,,4.263405,1.489399,0.4030313,,,,,,,,,,60.32,,,,
,,,4.271147,1.491528,0.4030329,,,,,,,,,,60.32,,,,
,,,4.271135,1.491356,0.4041977,,,,,,,,,,60.32,,,,
,,,4.271126,1.491361,0.4013985,,,,,,,,,,60.32,,,,
,,,4.270984,1.493499,0.4013985,,,,,,,,,,60.32,,,,
,,,4.270977,1.490133,0.3898515,,,,,,,,,,60.32,,,,
,,,4.259821,1.490135,0.3959785,,,,,,,,,,60.32,,,,
,,,4.282732,1.493398,0.369851,,,,,,,,,,60.32,,,,
,,,4.270021,1.490799,0.369851,,,,,,,,,,60.32,,,,
,,,4.269954,1.488374,0.369851,,,,,,,,,,60.32,,,,
,,,4.269953,1.490023,0.369851,,,,,,,,,,60.32,,,,
,,,4.286944,1.48629,0.3686847,,,,,,,,,,60.32,,,,
,,,4.286985,1.483698,0.3585382,,,,,,,,,,60.32,,,,
,,,4.286982,1.483763,0.3362602,,,,,,,,,,60.32,,,,
,,,4.286604,1.485811,0.3139822,,,,,,,,,,60.32,,,,
,,,4.286607,1.486087,0.2970701,,,,,,,,,,60.32,,,,
,,,4.286608,1.481854,0.2747922,,,,,,,,,,60.32,,,,
,,,4.284059,1.482976,0.2747922,,,,,,,,,,60.32,,,,
,,,4.3114,1.482997,0.2739752,,,,,,,,,,60.32,,,,
,,,4.312615,1.479488,0.3441912,,,,,,,,,,60.32,,,,
,,,4.288409,1.479486,0.3441912,,,,,,,,,,60.32,,,,
,,,4.294376,1.480217,0.3441923,,,,,,,,,,60.32,,,,
,,,4.29637,1.481631,0.3207479,,,,,,,,,,60.32,,,,
,,,4.284853,1.480387,0.3207479,,,,,,,,,,60.32,,,,
,,,4.298304,1.475976,0.3207479,,,,,,,,,,60.32,,,,
,,,4.296848,1.470515,0.3462926,,,,,,,,,,60.32,,,,
,,,4.319768,1.470548,0.3462926,,,,,,,,,,60.32,,,,
,,,4.319378,1.471273,0.3462926,,,,,,,,,,60.32,,,,
,,,4.330658,1.477551,0.3462926,,,,,,,,,,60.32,,,,
,,,4.318757,1.477586,0.3240146,,,,,,,,,,60.32,,,,
,,,4.32868,1.533243,0.3240146,,,,,,,,,,60.32,,,,
,,,4.319316,1.533221,0.3240146,,,,,,,,,,60.32,,,,
,,,4.319657,1.474934,0.3023587,,,,,,,,,,60.32,,,,
,,,4.32094,1.474908,0.3057411,,,,,,,,,,60.32,,,,
,,,4.327712,1.474959,0.3057411,,,,,,,,,,60.32,,,,
,,,4.308018,1.474975,0.3324505,,,,,,,,,,60.32,,,,
,,,4.308138,1.474972,0.2344736,,,,,,,,,,60.32,,,,
,,,4.304773,1.474982,0.2344736,,,,,,,,,,60.32,,,,
,,,4.319729,1.473843,0.2344736,,,,,,,,,,60.32,,,,
,,,4.296245,1.473852,0.2344736,,,,,,,,,,60.32,,,,
,,,4.294554,1.473899,0.2118437,,,,,,,,,,60.32,,,,
,,,4.295483,1.473866,0.2501012,,,,,,,,,,60.32,,,,
,,,4.300198,1.622601,0.2385533,,,,,,,,,,60.32,,,,
,,,4.300176,1.622485,0.2014645,,,,,,,,,,60.32,,,,
,,,4.313951,1.622465,0.2014643,,,,,,,,,,60.32,,,,
,,,4.314332,1.622783,0.2014643,,,,,,,,,,60.32,,,,
,,,4.307625,1.622748,0.2014643,,,,,,,,,,60.32,,,,
,,,4.309489,1.466732,0.1980805,,,,,,,,,,60.32,,,,
,,,4.298487,1.681542,0.2026309,,,,,,,,,,60.32,,,,
,,,4.298529,1.681531,0.2020473,,,,,,,,,,60.32,,,,
,,,4.316866,1.468793,0.2020473,,,,,,,,,,60.32,,,,
,,,4.3158,1.702544,0.1797693,,,,,,,,,,60.32,,,,
,,,4.315798,1.701911,0.1797693,,,,,,,,,,60.32,,,,
,,,4.308003,1.701511,0.1791861,,,,,,,,,,60.32,,,,
,,,4.308004,1.701527,0.1791861,,,,,,,,,,60.32,,,,
,,,4.31178,1.701524,0.1791861,,,,,,,,,,57.14,,,,
,,,4.311643,1.700369,0.1786029,,,,,,,,,,57.14,,,,
,,,4.311644,1.703762,0.1786027,,,,,,,,,,57.14,,,,
,,,4.31164,1.666393,0.1786027,,,,,,,,,,57.14,,,,
,,,4.299202,1.62823,0.1786027,,,,,,,,,,57.14,,,,
,,,4.299201,1.628761,0.1786027,,,,,,,,,,57.14,,,,
,,,4.296539,1.628777,0.1786027,,,,,,,,,,57.14,,,,
,,,4.298201,1.615222,0.1819867,,,,,,,,,,57.14,,,,
,,,4.293795,1.615285,0.1835017,,,,,,,,,,57.14,,,,
,,,4.293413,1.613424,0.1835017,,,,,,,,,,57.14,,,,
,,,4.316308,1.613373,0.1835017,,,,,,,,,,57.14,,,,
,,,4.313345,1.871079,0.1852512,,,,,,,,,,57.14,,,,
,,,4.317771,1.871803,0.1852512,,,,,,,,,,57.14,,,,
,,,4.318713,1.82912,0.1629742,,,,,,,,,,57.14,,,,
,,,4.309301,1.793716,0.1827993,,,,,,,,,,57.14,,,,
,,,4.333624,1.813748,0.1827993,,,,,,,,,,57.14,,,,
,,,4.333626,1.81375,0.1827993,,,,,,,,,,57.14,,,,
,,,4.306713,1.812883,0.184199,,,,,,,,,,57.14,,,,
,,,4.306772,1.743618,0.1839672,,,,,,,,,,57.14,,,,
,,,4.318137,1.743613,0.1848987,,,,,,,,,,57.14,,,,
,,,4.329679,1.673489,0.1848987,,,,,,,,,,57.14,,,,
,,,4.331553,1.673476,0.1364944,,,,,,,,,,57.14,,,,
,,,4.330984,1.474053,0.1364944,,,,,,,,,,57.14,,,,
,,,4.319503,1.470155,0.164837,,,,,,,,,,57.14,,,,
,,,4.319501,1.472785,0.164837,,,,,,,,,,57.14,,,,
,,,4.353513,1.472793,0.2126582,,,,,,,,,,57.14,,,,
,,,4.353508,1.47023,0.2126582,,,,,,,,,,57.14,,,,
,,,4.338081,1.475448,0.2126582,,,,,,,,,,57.14,,,,
,,,4.333715,1.475457,0.1650703,,,,,,,,,,57.14,,,,
,,,4.349665,1.401388,0.1903802,,,,,,,,,,57.14,,,,
,,,4.336469,1.401373,0.1903802,,,,,,,,,,57.14,,,,
,,,4.335926,1.474023,0.1911967,,,,,,,,,,57.14,,,,
,,,4.334527,1.4771,0.1911967,,,,,,,,,,57.14,,,,
,,,4.331833,1.475458,0.1911967,,,,,,,,,,57.14,,,,
,,,4.341944,1.476565,0.2023949,,,,,,,,,,57.14,,,,
,,,4.35016,1.476405,0.2023949,,,,,,,,,,57.14,,,,
,,,4.355645,1.476403,0.2029781,,,,,,,,,,57.14,,,,
,,,4.347873,1.474435,0.2037946,,,,,,,,,,57.14,,,,
,,,4.343989,1.479183,0.1801169,,,,,,,,,,57.14,,,,
,,,4.343987,1.479166,0.1801169,,,,,,,,,,57.14,,,,
,,,4.342422,1.484997,0.1801169,,,,,,,,,,57.14,,,,
,,,4.352375,1.479933,0.1801169,,,,,,,,,,57.14,,,,
,,,4.35948,1.479952,0.1809333,,,,,,,,,,57.14,,,,
,,,4.353339,1.480358,0.1809333,,,,,,,,,,57.14,,,,
,,,4.347629,1.479347,0.2299208,,,,,,,,,,57.14,,,,
,,,4.340382,1.479385,0.2299208,,,,,,,,,,57.14,,,,
